anonId,printer,event,klass,layout_sqft,print_s,reason,flags
job-2a4e04d3c7,LG-640,Print Canceled,CANCELED,1.04,876.0,canceled/failed,
job-2a4e04d3c7,LG-640,Print End,DUPLICATE_SUMMARY,1.04,427.0,duplicate,
job-2a4e04d3c7,LG-640,Print End,DUPLICATE_SUMMARY,1.04,554.0,duplicate,
job-2a4e04d3c7,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.804,,bad_time_or_dims_or_event,missing_print_times
job-34abe3beca,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.406,,bad_time_or_dims_or_event,missing_print_times
job-32f3455cca,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.406,,bad_time_or_dims_or_event,missing_print_times
job-32f3455cca,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.406,,bad_time_or_dims_or_event,missing_print_times
job-faf80f53ee,LG-640,Print End,DUPLICATE_SUMMARY,13.361,6001.0,duplicate,
job-faf80f53ee,LG-640,Print End,DUPLICATE_SUMMARY,13.361,4881.0,duplicate,
job-faf80f53ee,LG-640,Print End,DUPLICATE_SUMMARY,13.361,1215.0,duplicate,
job-faf80f53ee,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.561,,bad_time_or_dims_or_event,missing_print_times
job-95eef3b177,LG-640,Print End,LG640_GLOSS_ONLY,2.911,19375.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-95eef3b177,LG-640,Print End,DUPLICATE_SUMMARY,2.911,18292.0,duplicate,possible_idle_gt4h
job-95eef3b177,LG-640,Print End,LG640_GLOSS_ONLY,7.277,17703.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-95eef3b177,LG-640,Print End,DUPLICATE_SUMMARY,7.277,15623.0,duplicate,possible_idle_gt4h
job-95eef3b177,LG-640,Print End,DUPLICATE_SUMMARY,7.277,14616.0,duplicate,possible_idle_gt4h
job-95eef3b177,LG-640,Print End,DUPLICATE_SUMMARY,7.277,12534.0,duplicate,
job-e1b1fd65a2,LG-640,Print End,DUPLICATE_SUMMARY,15.615,6851.0,duplicate,
job-e1b1fd65a2,LG-640,Print End,DUPLICATE_SUMMARY,15.615,5631.0,duplicate,
job-e1b1fd65a2,LG-640,Print End,DUPLICATE_SUMMARY,15.615,1332.0,duplicate,
job-e1b1fd65a2,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.651,,bad_time_or_dims_or_event,missing_print_times
job-95eef3b177,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.381,,bad_time_or_dims_or_event,missing_print_times
job-47770191a8,LG-640,Print End,LG640_GLOSS_ONLY,13.572,32107.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-47770191a8,LG-640,Print End,DUPLICATE_SUMMARY,13.572,28969.0,duplicate,possible_idle_gt4h
job-47770191a8,LG-640,Print End,DUPLICATE_SUMMARY,13.572,27711.0,duplicate,possible_idle_gt4h
job-47770191a8,LG-640,Print End,DUPLICATE_SUMMARY,13.572,24612.0,duplicate,possible_idle_gt4h
job-7123aeb679,LG-640,Print End,LG640_GLOSS_ONLY,13.572,23389.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-7123aeb679,LG-640,Print End,DUPLICATE_SUMMARY,13.572,19533.0,duplicate,possible_idle_gt4h
job-7123aeb679,LG-640,Print End,DUPLICATE_SUMMARY,13.572,18277.0,duplicate,possible_idle_gt4h
job-7123aeb679,LG-640,Print End,DUPLICATE_SUMMARY,13.572,14245.0,duplicate,
job-47770191a8,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.754,,bad_time_or_dims_or_event,missing_print_times
job-7123aeb679,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.754,,bad_time_or_dims_or_event,missing_print_times
job-7123aeb679,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.754,,bad_time_or_dims_or_event,missing_print_times
job-e3b0c44298,LG-640,Error,FAILED,0.0,,canceled/failed,nonpositive_dims|missing_print_times|missing_copies
job-3b0cdfde86,LG-640,Print End,LG640_GLOSS_ONLY,15.621,17958.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print End,DUPLICATE_SUMMARY,15.621,14890.0,duplicate,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print End,DUPLICATE_SUMMARY,15.621,13318.0,duplicate,
job-3b0cdfde86,LG-640,Print End,DUPLICATE_SUMMARY,15.621,9938.0,duplicate,
job-08055ce4c7,LG-640,Print End,DUPLICATE_SUMMARY,15.621,5515.0,duplicate,
job-08055ce4c7,LG-640,Print End,DUPLICATE_SUMMARY,15.621,4293.0,duplicate,
job-08055ce4c7,LG-640,Print End,DUPLICATE_SUMMARY,15.621,1231.0,duplicate,
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,33692.0,canceled/failed,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,33700.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Canceled,CANCELED,15.621,33690.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Error,FAILED,15.621,33690.0,canceled/failed,possible_idle_gt4h
job-386a3bbab3,LG-640,Print End,LG640_GLOSS_ONLY,18.2,32553.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-386a3bbab3,LG-640,Print End,DUPLICATE_SUMMARY,18.2,27282.0,duplicate,possible_idle_gt4h
job-87aade2f63,LG-640,Print End,LG640_GLOSS_ONLY,18.2,25947.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-87aade2f63,LG-640,Print End,DUPLICATE_SUMMARY,18.2,21093.0,duplicate,possible_idle_gt4h
job-72665fa585,LG-640,Print End,LG640_GLOSS_ONLY,18.175,19435.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-72665fa585,LG-640,Print End,DUPLICATE_SUMMARY,18.175,13675.0,duplicate,
job-d3709c6c95,LG-640,Print End,DUPLICATE_SUMMARY,18.168,7474.0,duplicate,
job-d9cbc52889,LG-640,Print End,DUPLICATE_SUMMARY,18.168,1532.0,duplicate,
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,29985.0,canceled/failed,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,29985.0,canceled/failed,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-3b0cdfde86,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-08055ce4c7,LG-640,Print Canceled,CANCELED,15.621,29986.0,canceled/failed,possible_idle_gt4h
job-3b0cdfde86,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.651,,bad_time_or_dims_or_event,missing_print_times
job-08055ce4c7,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.651,,bad_time_or_dims_or_event,missing_print_times
job-79b3c5e1ae,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.696,,bad_time_or_dims_or_event,missing_print_times
job-386a3bbab3,LG-640,Print Canceled,CANCELED,18.2,36498.0,canceled/failed,possible_idle_gt4h
job-386a3bbab3,LG-640,Print Canceled,CANCELED,18.2,36497.0,canceled/failed,possible_idle_gt4h
job-87aade2f63,LG-640,Print Canceled,CANCELED,18.2,36516.0,canceled/failed,possible_idle_gt4h
job-87aade2f63,LG-640,Print Canceled,CANCELED,18.2,36516.0,canceled/failed,possible_idle_gt4h
job-72665fa585,LG-640,Print Canceled,CANCELED,18.175,36533.0,canceled/failed,possible_idle_gt4h
job-72665fa585,LG-640,Print Canceled,CANCELED,18.175,36533.0,canceled/failed,possible_idle_gt4h
job-d3709c6c95,LG-640,Print Canceled,CANCELED,18.168,36552.0,canceled/failed,possible_idle_gt4h
job-d3709c6c95,LG-640,Print Canceled,CANCELED,18.168,36552.0,canceled/failed,possible_idle_gt4h
job-d9cbc52889,LG-640,Print Canceled,CANCELED,18.168,36577.0,canceled/failed,possible_idle_gt4h
job-d9cbc52889,LG-640,Print Canceled,CANCELED,18.168,36584.0,canceled/failed,possible_idle_gt4h
job-75b64fd601,LG-640,Print Error,FAILED,18.168,36591.0,canceled/failed,possible_idle_gt4h
job-386a3bbab3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.803,,bad_time_or_dims_or_event,missing_print_times
job-87aade2f63,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.803,,bad_time_or_dims_or_event,missing_print_times
job-72665fa585,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-d3709c6c95,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-d9cbc52889,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-75b64fd601,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-449278b9e6,LG-640,Print End,DUPLICATE_SUMMARY,18.168,7626.0,duplicate,
job-123b1fa48a,LG-640,Print End,DUPLICATE_SUMMARY,18.168,1466.0,duplicate,
job-449278b9e6,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-123b1fa48a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-a5ebc6c7b7,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-dbc4f9f2c5,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-19fcf4379d,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-a5d4f670dc,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.801,,bad_time_or_dims_or_event,missing_print_times
job-01da95a678,LG-640,Print End,DUPLICATE_SUMMARY,13.038,5706.0,duplicate,
job-01da95a678,LG-640,Print End,DUPLICATE_SUMMARY,13.038,4640.0,duplicate,
job-01da95a678,LG-640,Print End,DUPLICATE_SUMMARY,13.038,1176.0,duplicate,
job-01da95a678,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.673,,bad_time_or_dims_or_event,missing_print_times
job-0fedbf7f66,LG-640,Print End,LG640_CMYK_ONLY,26.113,28937.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-ce975953f3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-d45c085186,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-1abe8d5668,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-b1d4338e3e,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-6d87adfd01,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-0fedbf7f66,LG-640,Print Canceled,CANCELED,26.103,1504.0,canceled/failed,
job-6d87adfd01,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-b1d4338e3e,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-6d87adfd01,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.382,,bad_time_or_dims_or_event,missing_print_times
job-b1d4338e3e,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.382,,bad_time_or_dims_or_event,missing_print_times
job-ce975953f3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-d45c085186,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-1abe8d5668,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.437,,bad_time_or_dims_or_event,missing_print_times
job-443b710bd3,LG-640,Print End,LG640_GLOSS_ONLY,9.707,32141.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-443b710bd3,LG-640,Print End,DUPLICATE_SUMMARY,9.707,29003.0,duplicate,possible_idle_gt4h
job-443b710bd3,LG-640,Print End,DUPLICATE_SUMMARY,9.707,27706.0,duplicate,possible_idle_gt4h
job-443b710bd3,LG-640,Print End,DUPLICATE_SUMMARY,9.707,24926.0,duplicate,possible_idle_gt4h
job-350bb89581,LG-640,Print End,LG640_GLOSS_ONLY,9.707,23813.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-350bb89581,LG-640,Print End,DUPLICATE_SUMMARY,9.707,21033.0,duplicate,possible_idle_gt4h
job-12597301a7,LG-640,Print End,LG640_GLOSS_ONLY,9.707,20060.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-12597301a7,LG-640,Print End,DUPLICATE_SUMMARY,9.707,17275.0,duplicate,possible_idle_gt4h
job-82f15b1264,LG-640,Print End,LG640_GLOSS_ONLY,14.397,16001.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-82f15b1264,LG-640,Print End,DUPLICATE_SUMMARY,14.397,11235.0,duplicate,
job-82f15b1264,LG-640,Print End,DUPLICATE_SUMMARY,14.397,9992.0,duplicate,
job-82f15b1264,LG-640,Print End,DUPLICATE_SUMMARY,14.397,4561.0,duplicate,
job-443b710bd3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.467,,bad_time_or_dims_or_event,missing_print_times
job-350bb89581,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.467,,bad_time_or_dims_or_event,missing_print_times
job-12597301a7,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.467,,bad_time_or_dims_or_event,missing_print_times
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,17.0,canceled/failed,
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,17.0,canceled/failed,
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,17.0,canceled/failed,
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,17.0,canceled/failed,
job-0e17ebfba1,LG-640,Print End,DUPLICATE_SUMMARY,14.397,724.0,duplicate,
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,35766.0,canceled/failed,possible_idle_gt4h
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,35766.0,canceled/failed,possible_idle_gt4h
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,35766.0,canceled/failed,possible_idle_gt4h
job-82f15b1264,LG-640,Print Canceled,CANCELED,14.397,35769.0,canceled/failed,possible_idle_gt4h
job-0e17ebfba1,LG-640,Print Canceled,CANCELED,14.397,73032.0,canceled/failed,possible_idle_gt4h
job-0e17ebfba1,LG-640,Print Error,FAILED,14.397,73032.0,canceled/failed,possible_idle_gt4h
job-0e17ebfba1,LG-640,Print End,LG640_GLOSS_ONLY,14.397,65703.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-0e17ebfba1,LG-640,Print End,DUPLICATE_SUMMARY,14.397,60928.0,duplicate,possible_idle_gt4h
job-a5968fd2f4,LG-640,Print End,LG640_GLOSS_ONLY,14.397,59686.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-a5968fd2f4,LG-640,Print End,DUPLICATE_SUMMARY,14.397,54264.0,duplicate,possible_idle_gt4h
job-a5968fd2f4,LG-640,Print End,DUPLICATE_SUMMARY,14.397,53019.0,duplicate,possible_idle_gt4h
job-a5968fd2f4,LG-640,Print End,DUPLICATE_SUMMARY,14.397,48262.0,duplicate,possible_idle_gt4h
job-d179d11503,LG-640,Print End,LG640_GLOSS_ONLY,14.397,46709.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-d179d11503,LG-640,Print End,DUPLICATE_SUMMARY,14.397,41919.0,duplicate,possible_idle_gt4h
job-d179d11503,LG-640,Print End,LG640_GLOSS_ONLY,14.397,40681.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-d179d11503,LG-640,Print End,DUPLICATE_SUMMARY,14.397,15655.0,duplicate,possible_idle_gt4h
job-82f15b1264,LG-640,Print End,LG640_GLOSS_ONLY,16.046,14419.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-82f15b1264,LG-640,Print End,DUPLICATE_SUMMARY,16.046,6974.0,duplicate,
job-82f15b1264,LG-640,Print End,DUPLICATE_SUMMARY,14.397,1356.0,duplicate,
job-0e17ebfba1,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.79,,bad_time_or_dims_or_event,missing_print_times
job-a5968fd2f4,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.79,,bad_time_or_dims_or_event,missing_print_times
job-d179d11503,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.79,,bad_time_or_dims_or_event,missing_print_times
job-82f15b1264,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.79,,bad_time_or_dims_or_event,missing_print_times
job-c6b56f5dd4,LG-640,Print Canceled,CANCELED,14.35,10.0,canceled/failed,
job-2c61fdce58,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-a0dfc64bd4,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-f8dbbf6b58,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-7aa418a32f,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-8afe4b14d2,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-33cb897d53,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-f1a770cca8,LG-640,Print Canceled,CANCELED,14.344,9.0,canceled/failed,
job-9d9685afb9,LG-640,Print Canceled,CANCELED,14.344,9.0,canceled/failed,
job-5d65edbc3b,LG-640,Print Canceled,CANCELED,14.35,9.0,canceled/failed,
job-2a4e04d3c7,LG-640,Print Canceled,CANCELED,1.278,138.0,canceled/failed,
job-c6b56f5dd4,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-2c61fdce58,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-a0dfc64bd4,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-f8dbbf6b58,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-7aa418a32f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-8afe4b14d2,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-33cb897d53,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-f1a770cca8,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-9d9685afb9,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-5d65edbc3b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.711,,bad_time_or_dims_or_event,missing_print_times
job-2a4e04d3c7,LG-640,Print Canceled,CANCELED,1.278,338.0,canceled/failed,
job-e21c65835a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.305,,bad_time_or_dims_or_event,missing_print_times
job-675929b551,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.305,,bad_time_or_dims_or_event,missing_print_times
job-00d779bacf,LG-640,Print End,DUPLICATE_SUMMARY,3.617,941.0,duplicate,
job-00d779bacf,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-ed8feb05cf,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.263,,bad_time_or_dims_or_event,missing_print_times
job-e97a5bf517,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.263,,bad_time_or_dims_or_event,missing_print_times
job-653b153074,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.259,,bad_time_or_dims_or_event,missing_print_times
job-c1bbb84c8f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.259,,bad_time_or_dims_or_event,missing_print_times
job-d176564395,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.259,,bad_time_or_dims_or_event,missing_print_times
job-e62c0f2a1a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.285,,bad_time_or_dims_or_event,missing_print_times
job-bfe0a725f9,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.285,,bad_time_or_dims_or_event,missing_print_times
job-5b7b608106,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.305,,bad_time_or_dims_or_event,missing_print_times
job-875dce083b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.305,,bad_time_or_dims_or_event,missing_print_times
job-426184db2b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-7b19cce24f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-8a46a7524c,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.302,,bad_time_or_dims_or_event,missing_print_times
job-1c7717ff3a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-9ab2ae359b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-00d779bacf,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-58ad68a2b0,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.458,,bad_time_or_dims_or_event,missing_print_times
job-426184db2b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-7b19cce24f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-8a46a7524c,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.302,,bad_time_or_dims_or_event,missing_print_times
job-1c7717ff3a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-9ab2ae359b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-3101beb8ee,LG-640,Print Canceled,CANCELED,17.597,543.0,canceled/failed,
job-3101beb8ee,LG-640,Print Canceled,CANCELED,17.597,575.0,canceled/failed,
job-426184db2b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-7b19cce24f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-8a46a7524c,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.302,,bad_time_or_dims_or_event,missing_print_times
job-1c7717ff3a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-9ab2ae359b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-520bb7a6ba,LG-640,Print Canceled,CANCELED,17.604,3953.0,canceled/failed,
job-520bb7a6ba,LG-640,Print Canceled,CANCELED,17.604,3941.0,canceled/failed,
job-426184db2b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-7b19cce24f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-8a46a7524c,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.302,,bad_time_or_dims_or_event,missing_print_times
job-1c7717ff3a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-9ab2ae359b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-7b19cce24f,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-8a46a7524c,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.302,,bad_time_or_dims_or_event,missing_print_times
job-1c7717ff3a,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-9ab2ae359b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-426184db2b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.3,,bad_time_or_dims_or_event,missing_print_times
job-3101beb8ee,LG-640,Print End,DUPLICATE_SUMMARY,17.879,5077.0,duplicate,
job-bdb435a0f3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.315,,bad_time_or_dims_or_event,missing_print_times
job-1bbb7a9426,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.315,,bad_time_or_dims_or_event,missing_print_times
job-17e4e2181e,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.315,,bad_time_or_dims_or_event,missing_print_times
job-1bbd14d3eb,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.315,,bad_time_or_dims_or_event,missing_print_times
job-3101beb8ee,LG-640,Print Canceled,CANCELED,17.879,275.0,canceled/failed,
job-3101beb8ee,LG-640,Print Canceled,CANCELED,17.879,285.0,canceled/failed,
job-8689b8b7b3,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.315,,bad_time_or_dims_or_event,missing_print_times
job-2428c9394b,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),0.526,,bad_time_or_dims_or_event,missing_print_times
job-cd2d832135,LG-640,Print End,DUPLICATE_SUMMARY,11.43,1015.0,duplicate,
job-cd2d832135,LG-640,New Job(Queue A),OTHER_EVENT:New Job(Queue A),1.057,,bad_time_or_dims_or_event,missing_print_times
job-ab0d2157ea,LG-640,Print End,LG640_CMYK_ONLY,10.276,21865.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-ca871d2ffa,LG-640,Print End,LG640_CMYK_ONLY,14.848,19574.0,bad_time_or_dims_or_event,possible_idle_gt4h
job-847f58c7fe,LG-640,Print End,LG640_CMYK_ONLY,14.848,17051.0,bad_time_or_dims_or_event,possible_idle_gt4h
